GEOHASH,TOTAL_VEHICLES,TOTAL_WEIGHTED_SUM,UNIQUE_DAYS,LATITUDE,LONGITUDE,MEAN_DAILY_VEHICLES,MEAN_SPEED,V_NORM,INV_SPEED,S_NORM,FINAL_DEMAND_SCORE
sx7chk,202266,16627947,354,40.9817504882813,27.9656982421875,571.3728813559322,82.20831479339088,0.03559280412240208,0.012149440825148532,0.04238214026048116,0.0376296049638258
sx7chm,334893,22695002,354,40.9872436523438,27.9656982421875,946.0254237288135,67.76791990277492,0.05897213191045737,0.014734501977260585,0.07649210829098049,0.0642281248246143
sx7cht,307682,10912058,354,40.9872436523438,27.9766845703125,869.1581920903955,35.46537659011577,0.05417540961076898,0.02811723355343065,0.2530776973208403,0.11384609592379036
sx7chw,379557,25135456,354,40.9927368164063,27.9766845703125,1072.1949152542372,66.2231390805597,0.06684544802501702,0.015077694057655286,0.08102053922617114,0.07109797538536325
sx7chx,378190,26459600,354,40.9982299804688,27.9766845703125,1068.3333333333333,69.96377482217933,0.06660447491180273,0.014272710862895742,0.0703987591511027,0.06774276018359271
sx7ck8,358517,26813018,354,41.0037231445313,27.9766845703125,1012.7598870056497,74.78869342318495,0.06313654217130184,0.013353150579743029,0.05826513057723741,0.06167511869308251
sx7ck9,384386,22179842,354,41.0092163085938,27.9766845703125,1085.8361581920904,57.70200267439501,0.06769669832765915,0.017300438630701243,0.11034972792432579,0.08049260720665914
sx7ckc,122785,8842441,354,41.0092163085938,27.9876708984375,346.8502824858757,72.0156452335383,0.021581989190884193,0.013866616554030878,0.06504033121548852,0.03461949179826549
sx7ckf,299229,22338466,354,41.0147094726563,27.9876708984375,845.2796610169491,74.6534126037249,0.05268532495385575,0.013377315699299203,0.05858399013490816,0.054454924508171465
sx7ckg,246458,16703248,354,41.0202026367188,27.9876708984375,696.2090395480226,67.77320273636887,0.043382916645566594,0.014733355134045627,0.0764769756565489,0.05331113434886128
sx7cm5,206914,15091015,354,41.0202026367188,27.9986572265625,584.5028248587571,72.93375508665436,0.03641214796308973,0.013692298839262786,0.06274020316125223,0.04431056452253848
sx7cmh,337046,24904297,354,41.0256958007813,27.9986572265625,952.1073446327683,73.88990523548715,0.0593516601568,0.013515357220925032,0.060405452611991726,0.059667797893357515
sx7cmj,110181,7677398,354,41.0311889648438,27.9986572265625,311.2457627118644,69.6798722102722,0.01936017125456166,0.014330780041938678,0.07116498390330772,0.03490161504918548
sx7cmm,353569,28757718,354,41.0311889648438,28.0096435546875,998.7824858757062,81.33551866820903,0.062264314692015585,0.012279654091407933,0.04410030864718497,0.0568151128785664
sx7cmq,213557,17427176,354,41.0366821289063,28.0096435546875,603.2683615819209,81.60433045978357,0.03758316800045807,0.0122392533464578,0.043567219471506685,0.039378383441772656
sx7cmw,351286,29645874,354,41.0366821289063,28.0206298828125,992.3333333333334,84.39241529693754,0.06186187020228024,0.011835381868131368,0.03823812185890677,0.0547747456992682
sx7cmx,172797,15198251,354,41.0421752929688,28.0206298828125,488.1271186440678,87.95436842074804,0.030398044302861554,0.011356619983028263,0.031920842833709995,0.030854883862116083
sx7cmz,351154,27807569,354,41.0421752929688,28.0316162109375,991.9604519774011,79.18909936950739,0.06183860140129685,0.01261207414325323,0.04848660230676665,0.05783300167293779
sx7cqp,136831,9610113,354,41.0421752929688,28.0426025390625,386.5282485875706,70.23344856063319,0.024058001150070667,0.014217986185305818,0.06967666520700139,0.03774360036714988
sx7ctr,122874,9348999,354,41.0861206054688,28.0096435546875,347.10169491525426,76.08606377264515,0.021597678003668446,0.013125760151938094,0.05526470630621742,0.03169778649443314
sx7ctx,311032,22649903,354,41.0861206054688,28.0206298828125,878.6214689265537,72.82177718048304,0.05476594357512002,0.013713324587865948,0.06301763861460125,0.05724145208696438
sx7ctz,309720,26562681,354,41.0861206054688,28.0316162109375,874.9152542372881,85.76353157690818,0.05453466579564881,0.011646387955802837,0.03574434088888285,0.048897568323619016
sx7cu3,256055,20301934,354,41.0971069335938,27.9656982421875,723.319209039548,79.28739528616899,0.04507466424433582,0.012596458120275699,0.04828054836328762,0.04603642948002136
sx7cu9,306080,25992428,354,41.0971069335938,27.9766845703125,864.632768361582,84.9203737584945,0.05389301098065245,0.01176188666072629,0.03726835014850298,0.0489056127310076
sx7cuc,301806,26684868,354,41.0971069335938,27.9876708984375,852.5593220338983,88.41728792668138,0.05313959540941773,0.011297228184716835,0.03113716607619054,0.04653886660944957
sx7cv0,309709,16773980,354,41.0916137695313,27.9986572265625,874.8841807909605,54.16045384538389,0.054532726728900194,0.018429628378146587,0.12524942426391117,0.07574773598940349
sx7cv1,253856,16657694,354,41.0971069335938,27.9986572265625,717.1073446327683,65.6186735787218,0.04468702717340808,0.015216375278818427,0.08285044255996288,0.056136051789374516
sx7cv2,318127,23920507,354,41.0916137695313,28.0096435546875,898.6638418079096,75.19169073986176,0.056016641627976926,0.013281678099846005,0.05732204882369507,0.056408263786692364
sx7cw0,432720,22777468,354,41.0476684570313,28.0426025390625,1222.3728813559321,52.6378905527824,0.07621695762107501,0.018961698875671867,0.13227011220614074,0.09303290399659472
sx7cw2,341343,26733251,354,41.0476684570313,28.0535888671875,964.2457627118644,78.31785330298263,0.06010913014032728,0.012752198101321463,0.0503355426020898,0.057177053878856035
sx7cw3,329792,27825601,354,41.0531616210938,28.0535888671875,931.6158192090395,84.37318370366776,0.058072933775485835,0.011838076371171279,0.03827367591629314,0.05213315641772802
sx7cw9,367386,31395197,354,41.0531616210938,28.0645751953125,1037.8135593220338,85.45561616392568,0.06469995880707179,0.011688303408206271,0.036297416679874066,0.05617919616891247
sx7cwd,128836,11044031,354,41.0586547851563,28.0645751953125,363.94350282485874,85.72162283833711,0.022648652181417962,0.011652075163897893,0.035819383789181994,0.026599871663747172
sx7cwf,402772,35008751,354,41.0586547851563,28.0755615234375,1137.774011299435,86.91952519043032,0.07093776025857206,0.011491673826208968,0.03370288279416747,0.05976729701925068
sx7cwn,258799,22425648,354,41.0806274414063,28.0426025390625,731.0706214689266,86.65276140943358,0.045558373258717685,0.011527010596013824,0.034169152649083656,0.042141607075827474
sx7cwp,214800,17879089,354,41.0861206054688,28.0426025390625,606.7796610169491,83.23598230912476,0.03780228254305161,0.011999618559611151,0.040405230474976975,0.03858316692262922
sx7cwq,331150,27014160,354,41.0806274414063,28.0535888671875,935.45197740113,81.5768080930092,0.05831232037954217,0.012243377567610786,0.043621638707030036,0.053905115877788526
sx7cwt,1208,93004,339,41.0751342773438,28.0645751953125,3.5634218289085546,76.99006622516556,0.00015996442681940096,0.012971839939522018,0.05323372397511455,0.016082092291307942
sx7cwv,320831,25598732,354,41.0751342773438,28.0755615234375,906.3022598870057,79.78883586685825,0.05649329949054564,0.012517393565060677,0.04723728892297356,0.05371649632027401
sx7cww,307783,26881782,354,41.0806274414063,28.0645751953125,869.4435028248588,87.34004802084586,0.05419321376909718,0.011436407259995996,0.03297363861163053,0.04782734122185718
sx7cwy,22435,1896555,354,41.0806274414063,28.0755615234375,63.37570621468927,84.53554713617116,0.0038924120796523256,0.011815366401437542,0.037974017109011736,0.014116893588460149
sx7cx4,373891,32371472,354,41.0586547851563,28.0865478515625,1056.1892655367233,86.5799711680677,0.0658466523706848,0.011536690500981536,0.03429687931764512,0.05638172045477289
sx7cx5,63280,5215340,354,41.0641479492188,28.0865478515625,178.75706214689265,82.4168773704172,0.011092519474851783,0.012118732941274704,0.04197694870964889,0.020357848245290914
sx7cx7,435007,35908397,354,41.0641479492188,28.0975341796875,1228.8333333333333,82.54671074258574,0.07662010722599168,0.012099695087861803,0.041725743599567516,0.06615179813806442
sx7cxe,26730,2061554,354,41.0641479492188,28.1085205078125,75.50847457627118,77.12510288065843,0.004649529505588956,0.012949157239005207,0.05293442498605904,0.019134998149729982
sx7cxj,418750,24064256,354,41.0751342773438,28.0865478515625,1182.9096045197741,57.46688,0.07375434285033353,0.017371099493319768,0.11128210036083709,0.0850126701034846
sx7cxk,394874,31604788,354,41.0696411132813,28.0975341796875,1115.4632768361582,80.03765251700543,0.06954551033306623,0.012478528738882106,0.04672446624665936,0.06269919710714417
sx7cxm,132148,10581493,354,41.0751342773438,28.0975341796875,373.2994350282486,80.07304688682386,0.023232487551546513,0.01247301978446258,0.04665177540954784,0.03025827390894691
sx7cxs,816220,56418284,354,41.0696411132813,28.1085205078125,2305.7062146892654,69.12141824508099,0.14381987562961931,0.014446395716127386,0.07269053657628005,0.12248107391361752
sx7cxt,59744,3749470,354,41.0751342773438,28.1085205078125,168.7683615819209,62.758938136047135,0.010469197654569613,0.015908636538461335,0.09198485294552781,0.03492389424185707
sx7cxu,480489,33394342,354,41.0696411132813,28.1195068359375,1357.3135593220338,69.50074195246926,0.08463761939513016,0.014367662929267418,0.07165165483046469,0.08074183002573052
sx7cxv,637172,50508319,354,41.0751342773438,28.1195068359375,1799.9209039548023,79.26952063179174,0.11225750988361191,0.012599294943951653,0.048317980346208385,0.09307565102239085
sx7cxw,47535,3777062,354,41.0806274414063,28.1085205078125,134.27966101694915,79.45854633428,0.0083170098424019,0.012569359874906644,0.047922986112790805,0.02019880272351857
sx7cxx,46906,3664104,354,41.0861206054688,28.1085205078125,132.50282485875707,78.11589135718245,0.008206130480140168,0.012785125664979993,0.05077002290163592,0.02097529820658889
sx7cz8,50723,3889523,354,41.0916137695313,28.1085205078125,143.28531073446328,76.68164343591664,0.008878986641909696,0.013023946287820972,0.05392126897698471,0.0223916713424322
sx7cz9,54358,4135487,354,41.0971069335938,28.1085205078125,153.5536723163842,76.0787188638287,0.009519760062929405,0.013127025695818332,0.05528140519988222,0.02324825360401525
sx7czd,51870,4003536,354,41.1026000976563,28.1085205078125,146.52542372881356,77.18403701561596,0.009081178420151678,0.012939282659340644,0.05280412957838651,0.022198063767622126
sx7cze,48817,3201148,354,41.1080932617188,28.1085205078125,137.90112994350284,65.57445152303501,0.008542999258013254,0.01522662126305318,0.08298563866331342,0.030875791079603303
sx7czs,45348,3406904,354,41.1135864257813,28.1085205078125,128.10169491525423,75.1279880038811,0.007931488117018102,0.013292924967611907,0.057470451618586306,0.022793177167488562
sx7czt,42710,3638114,354,41.1190795898438,28.1085205078125,120.64971751412429,85.18178412549754,0.007466464654941076,0.011725833485477236,0.03679262729988159,0.01626431344842323
sx7czw,43668,3596392,354,41.1245727539063,28.1085205078125,123.35593220338983,82.35760740130073,0.00763533974086594,0.012127443804344796,0.04209188883808496,0.017972304470031647
sx7czx,44219,3470612,354,41.1300659179688,28.1085205078125,124.91242937853107,78.48689477373979,0.007732469357092036,0.012724767951184593,0.04997360085712334,0.020404808807101424
sx7fkq,351172,33684981,354,41.2124633789063,27.9656982421875,992.0112994350283,95.92160251956307,0.06184177441961277,0.010414323170624693,0.019487204998849993,0.04913540359338394
sx7fkw,561327,52786978,355,41.2124633789063,27.9766845703125,1581.2028169014084,94.03962039951757,0.09860891212417539,0.010622519994834446,0.02223436903094417,0.07569654919620603
sx7fky,516294,48086503,355,41.2124633789063,27.9876708984375,1454.349295774648,93.13783038346368,0.0906929107200269,0.010725260292815184,0.023590030685873963,0.07056204670978102
sx7fme,261677,23961121,355,41.1959838867188,28.0206298828125,737.1183098591549,91.56754701406696,0.04593576530399692,0.010908986141480843,0.026014299380346363,0.03995932552690175
sx7fmg,475279,45137595,354,41.1959838867188,28.0316162109375,1342.59604519774,94.97073297999701,0.0837192068714678,0.01051848417125806,0.020861612872615818,0.0648619286718122
sx7fmj,589112,52685062,354,41.2069702148438,27.9986572265625,1664.1581920903955,89.43131696519508,0.1037855509801161,0.011169276113616712,0.0294488342349513,0.08148453595656666
sx7fmk,364582,32950145,354,41.2014770507813,28.0096435546875,1029.8926553672316,90.37787109621429,0.0642056730649702,0.011052426277101488,0.02790699674896111,0.05331607017016747
sx7fmm,507215,45039178,354,41.2069702148438,28.0096435546875,1432.8107344632767,88.79701507250377,0.08934884647908416,0.011248971623899939,0.030500419148412318,0.0716943182798826
sx7fmn,317376,29039983,355,41.2124633789063,27.9986572265625,894.0169014084507,91.50024891611211,0.05572666003030134,0.010917000901556548,0.02612005440657893,0.04684467834318461
sx7fms,422926,38412372,354,41.2014770507813,28.0206298828125,1194.7062146892656,90.82527912684489,0.07449048309962604,0.010998041574389392,0.02718938878469992,0.06030015480514821
sx7fp8,36768,2820271,354,41.1355590820313,28.1085205078125,103.86440677966101,76.70449847693646,0.006419016053098128,0.013020070696774213,0.05387013042399682,0.020654350364367732
sx7fp9,33974,2732532,354,41.1410522460938,28.1085205078125,95.97175141242938,80.430093600989,0.00592649309894983,0.012417718088778168,0.04592206769246482,0.017925165477004325
sx7fpd,32961,2751509,353,41.1465454101563,28.1085205078125,93.37393767705383,83.4777160887109,0.005764382524530694,0.011964911782688365,0.03994727339712965,0.016019249786310377
sx7fpe,32438,2561947,354,41.1520385742188,28.1085205078125,91.63276836158192,78.979807633023,0.005655728869324995,0.012645453117951304,0.04892703899001956,0.018637121905533363
sx7fpm,17104,1360600,354,41.1630249023438,28.0975341796875,48.31638418079096,79.54864359214218,0.0029526698217551945,0.012555141618239134,0.04773537574234291,0.01638748159793151
sx7fpp,22565,1765471,353,41.1740112304688,28.0865478515625,63.92351274787536,78.2393529802792,0.003926596682865425,0.012764976502317242,0.05050415402897648,0.017899863886698744
sx7fpq,25565,2117885,354,41.1685180664063,28.0975341796875,72.21751412429379,82.84314492470175,0.004444164709031057,0.012056451451266163,0.04115514237390804,0.015457458008494152
sx7fpr,12335,1011583,354,41.1740112304688,28.0975341796875,34.844632768361585,82.00916092419943,0.0021119962468327757,0.012178909012639506,0.0427709739762378,0.014309689565654283
sx7fps,37714,2678737,354,41.1575317382813,28.1085205078125,106.53672316384181,71.02765551254176,0.006585775793479049,0.0140592290409976,0.06758185939842609,0.02488460087496316
sx7fpt,32238,2440868,354,41.1630249023438,28.1085205078125,91.0677966101695,75.71400210931199,0.005620473110259262,0.013190175589967611,0.056114670157193354,0.02076873222433949
sx7fpy,555654,50575296,355,41.1685180664063,28.1195068359375,1565.2225352112675,91.01940416158257,0.0976116995030812,0.010974610832909907,0.026880219370218894,0.07639225546322251
sx7fpz,527269,48849370,355,41.1740112304688,28.1195068359375,1485.2647887323944,92.6460118080145,0.09262212075290345,0.010782134784081212,0.024340491493058395,0.07213763197494993
sx7fq5,340354,30667862,354,41.1959838867188,28.0426025390625,961.45197740113,90.1057781016236,0.059934790411747235,0.011085764360609193,0.028346893871594687,0.05045842144970147
